id,frame,x1,y1,x2,y2,image_path,timestamp_in_video,is_person,has_face,mtcnn_pt,mtcnn_res,retinaFace_pt,retinaFace_res,yolov8_pt,yolov8_res,yolov11_pt,yolov11_res,opencv_pt,opencv_res
12,148,0,44,211,334,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_148.jpg,0:00:21,1,1,0.0323,0,2.608,1,1.9243,0,0.554,0,0.0161,0
13,149,0,44,209,335,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_149.jpg,0:00:21,1,1,0.039,0,2.4136,1,0.457,0,0.3531,0,0.027,0
14,150,0,45,208,334,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_150.jpg,0:00:21,1,1,0.0346,0,2.3647,1,0.4582,0,0.5333,0,0.0193,0
15,151,0,48,200,334,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_151.jpg,0:00:22,1,1,0.0404,0,2.4598,1,1.0315,0,0.3782,0,0.0179,0
16,152,0,54,190,332,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_152.jpg,0:00:22,1,1,0.0221,0,2.6075,0,1.8361,0,0.3869,0,0.0263,0
17,153,0,55,182,331,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_153.jpg,0:00:22,1,1,0.0292,0,2.6799,1,0.9496,0,0.3265,0,0.0224,0
18,154,0,55,179,331,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_154.jpg,0:00:22,1,1,0.0227,0,6.1012,1,0.514,0,0.3849,0,0.0173,0
19,155,0,52,175,330,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_155.jpg,0:00:22,1,1,0.0322,0,3.0765,1,0.481,0,0.3425,0,0.0307,0
20,156,0,46,173,329,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_156.jpg,0:00:22,1,1,0.1086,0,5.7876,0,0.3441,0,0.3899,0,0.0257,0
21,157,0,34,174,327,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_157.jpg,0:00:22,1,1,0.0469,0,3.2091,0,0.3338,0,0.3291,0,0.0175,0
22,158,0,33,173,324,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_158.jpg,0:00:23,1,1,0.0502,0,2.5158,1,0.527,0,0.4925,0,0.0226,0
23,159,0,28,174,327,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_159.jpg,0:00:23,1,1,0.0565,0,2.9873,0,0.398,0,0.5211,0,0.0297,0
24,160,0,27,173,327,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_160.jpg,0:00:23,1,1,0.0744,1,7.1284,0,0.3066,0,0.3579,0,0.0139,0
25,161,0,26,171,325,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_161.jpg,0:00:23,1,1,0.025,0,11.281,0,0.2652,0,0.3,0,0.0224,0
26,162,0,32,152,320,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_162.jpg,0:00:23,1,1,0.0306,0,4.7436,0,0.2621,0,0.2781,0,0.0109,0
27,163,0,28,128,327,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_163.jpg,0:00:23,1,1,0.0174,0,3.6898,0,0.2329,0,0.3114,0,0.0101,0
28,164,0,44,106,327,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_164.jpg,0:00:23,1,1,0.0313,0,2.4711,0,0.2055,0,0.3966,0,0.0248,0
29,165,31,74,148,229,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_165.jpg,0:00:24,1,1,0.0076,0,2.4445,0,0.4575,0,0.8091,0,0.0077,0
30,165,0,45,94,324,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_165.jpg,0:00:24,1,1,0.021,0,2.1658,0,0.1546,0,0.1957,0,0.0095,0
31,165,1,67,149,324,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_165.jpg,0:00:24,1,1,0.0451,0,2.7979,0,0.2891,0,0.2782,0,0.0161,0
32,166,0,110,145,317,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_166.jpg,0:00:24,1,1,0.0384,0,4.3811,0,0.3733,0,1.0692,0,0.0093,0
33,167,28,132,181,322,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_167.jpg,0:00:24,1,1,0.0185,0,2.2194,0,0.3976,0,4.4088,0,0.0244,0
34,168,54,139,187,319,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_168.jpg,0:00:24,1,1,0.0094,0,2.1047,0,0.4564,0,0.9607,0,0.0071,0
35,169,71,144,184,316,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_169.jpg,0:00:24,1,1,0.0167,0,2.365,0,0.4034,0,0.7789,0,0.0196,0
36,170,88,153,197,310,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_170.jpg,0:00:24,1,1,0.0448,0,2.5171,0,0.434,0,0.8581,0,0.0071,0
37,171,111,158,216,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_171.jpg,0:00:24,1,1,0.0136,0,2.0554,0,1.3332,0,1.6326,0,0.0048,0
38,173,143,161,245,293,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_173.jpg,0:00:25,1,1,0.0144,0,2.0309,0,0.5492,0,2.9563,0,0.0075,0
39,175,194,159,276,291,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_175.jpg,0:00:25,1,1,0.0371,0,2.6124,0,0.322,0,0.8486,0,0.0158,0
40,176,209,164,304,291,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_176.jpg,0:00:25,1,1,0.0488,0,2.3923,0,0.4286,0,1.5809,0,0.0054,0
41,178,257,189,332,291,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_178.jpg,0:00:25,1,1,0.0144,0,5.7596,0,0.3487,0,0.9078,0,0.0015,0
42,182,297,184,367,291,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_182.jpg,0:00:26,1,1,0.0084,0,8.7066,0,0.4194,0,0.779,0,0.0021,0
43,184,297,178,383,291,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_184.jpg,0:00:26,1,1,0.0101,0,4.9511,0,0.4189,0,1.1182,0,0.0032,0
44,185,323,169,406,320,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_185.jpg,0:00:26,1,1,0.0084,0,3.942,0,0.2804,0,0.381,0,0.0019,0
45,186,327,165,417,292,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_186.jpg,0:00:27,1,1,0.0051,0,2.5361,0,0.4459,0,0.4038,0,0.0035,0
46,187,349,163,429,292,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_187.jpg,0:00:27,1,1,0.0468,0,2.8585,0,2.1253,0,0.3638,0,0.0039,0
47,188,381,162,452,295,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_188.jpg,0:00:27,1,1,0.0215,0,3.1858,0,0.5497,0,0.3081,0,0.0023,0
48,189,415,166,484,292,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_189.jpg,0:00:27,1,1,0.0069,0,3.0141,0,0.448,0,0.3301,0,0.0224,0
49,190,439,157,518,295,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_190.jpg,0:00:27,1,1,0.0095,0,2.9827,0,1.3513,0,0.5464,0,0.0224,0
50,191,447,156,536,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_191.jpg,0:00:27,1,1,0.0142,0,2.8035,0,2.0555,0,0.3983,0,0.0033,0
51,192,454,154,559,300,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_192.jpg,0:00:27,1,1,0.0115,0,3.7377,0,1.3831,0,0.556,0,0.0026,0
52,193,451,148,588,312,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_193.jpg,0:00:28,1,1,0.0197,0,3.1204,0,2.6217,0,0.5374,0,0.0039,0
53,195,494,139,638,309,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_195.jpg,0:00:28,1,1,0.0138,0,2.4602,0,1.2745,0,0.4176,0,0.0037,0
54,196,510,132,639,308,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_196.jpg,0:00:28,1,1,0.0072,0,1.966,0,1.2373,0,0.4634,0,0.0047,0
55,197,543,127,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_197.jpg,0:00:28,1,1,0.0084,0,3.2832,0,0.9758,0,0.3224,0,0.0048,0
56,199,561,181,639,302,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_199.jpg,0:00:28,1,1,0.0093,0,2.5147,0,1.0511,0,0.376,0,0.0016,0
57,220,544,83,639,298,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_220.jpg,0:00:31,1,1,0.012,0,8.1307,0,0.3563,0,0.2576,0,0.0041,0
58,223,555,101,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_223.jpg,0:00:32,1,1,0.0091,0,7.6451,0,0.247,0,0.251,0,0.004,0
59,224,556,103,639,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_224.jpg,0:00:32,1,1,0.0091,0,8.5001,0,0.2842,0,0.206,0,0.0029,0
60,225,555,106,639,307,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_225.jpg,0:00:32,1,1,0.0065,0,3.1642,0,0.311,0,0.2147,0,0.0021,0
61,226,557,123,639,307,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_226.jpg,0:00:32,1,1,0.0056,0,2.7593,0,0.5689,0,0.244,0,0.0019,0
62,227,558,133,639,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_227.jpg,0:00:32,1,1,0.0135,0,2.8031,0,0.6139,0,0.2647,0,0.0017,0
63,228,564,137,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_228.jpg,0:00:32,1,1,0.0171,0,2.9735,0,1.0459,0,0.4393,0,0.0017,0
64,229,563,137,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_229.jpg,0:00:33,1,1,0.0046,0,3.0092,0,0.5536,0,0.2903,0,0.0015,0
65,230,551,135,639,301,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_230.jpg,0:00:33,1,1,0.167,0,3.6662,0,0.6539,0,0.2851,0,0.0023,0
66,231,546,134,639,302,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_231.jpg,0:00:33,1,1,0.0539,0,5.3455,0,1.114,0,0.2965,0,0.003,0
67,232,546,132,639,302,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_232.jpg,0:00:33,1,1,0.0227,0,3.0727,0,0.519,0,0.298,0,0.0031,0
68,233,558,126,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_233.jpg,0:00:33,1,1,0.0109,0,2.8612,0,0.2777,0,0.2417,0,0.0025,0
69,234,561,106,639,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_234.jpg,0:00:33,1,1,0.0213,0,2.4249,0,0.2878,0,0.2251,0,0.0045,0
70,235,565,89,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_235.jpg,0:00:33,1,1,0.0066,0,2.3678,0,0.2373,0,0.189,0,0.0023,0
71,236,566,84,639,305,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_236.jpg,0:00:34,1,1,0.0175,0,2.0087,0,0.3462,0,0.2103,0,0.0021,0
72,237,567,79,639,305,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_237.jpg,0:00:34,1,1,0.0047,0,7.8757,0,0.2115,0,0.1797,0,0.0018,0
73,237,531,78,639,312,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_237.jpg,0:00:34,1,1,0.0183,0,10.7533,0,0.2358,0,0.1989,0,0.0041,0
74,238,567,78,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_238.jpg,0:00:34,1,1,0.0057,0,4.2062,0,0.2896,0,0.2163,0,0.0042,0
75,239,568,76,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_239.jpg,0:00:34,1,1,0.0141,0,2.545,0,0.2246,0,0.2108,0,0.0042,0
76,240,568,77,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_240.jpg,0:00:34,1,1,0.0076,0,2.4025,0,0.2094,0,0.1905,0,0.0038,0
77,241,567,83,639,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_241.jpg,0:00:34,1,1,0.0043,0,2.4262,0,0.2136,0,0.1963,0,0.0026,0
78,242,567,83,639,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_242.jpg,0:00:34,1,1,0.0065,0,2.4016,0,0.2033,0,0.2667,0,0.002,0
79,243,568,85,639,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_243.jpg,0:00:35,1,1,0.0278,0,1.9883,0,0.249,0,0.2138,0,0.0026,0
80,244,566,85,639,305,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_244.jpg,0:00:35,1,1,0.0162,0,3.2075,0,0.2339,0,0.2234,0,0.0022,0
81,245,565,87,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_245.jpg,0:00:35,1,1,0.0198,0,3.2689,0,0.2297,0,0.239,0,0.0021,0
82,246,565,92,639,305,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_246.jpg,0:00:35,1,1,0.0159,0,1.9169,0,0.201,0,0.3743,0,0.0016,0
83,247,566,96,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_247.jpg,0:00:35,1,1,0.0191,0,3.9042,0,0.2452,0,0.2632,0,0.0016,0
84,248,569,96,639,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_248.jpg,0:00:35,1,1,0.0122,0,3.3466,0,0.271,0,0.2481,0,0.0045,0
85,249,570,166,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_249.jpg,0:00:35,1,1,0.0044,0,3.3915,0,0.3037,0,1.0344,0,0.0019,0
86,249,571,111,639,305,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_249.jpg,0:00:35,1,1,0.005,0,2.2016,0,0.3094,0,0.4897,0,0.0015,0
87,250,586,176,639,301,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_250.jpg,0:00:36,1,0,0.016,0,2.494,0,0.2269,0,0.5531,0,0.0013,0
88,251,607,188,639,284,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_251.jpg,0:00:36,1,0,0.0097,0,6.8489,0,0.2136,0,0.3941,0,0.0012,0
89,341,606,192,639,285,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_341.jpg,0:00:49,1,0,0.0062,0,2.0183,0,0.2538,0,0.2268,0,0.0012,0
90,342,609,183,639,285,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_342.jpg,0:00:49,1,0,0,0,0,0,0,0,0,0,0,0
91,343,606,163,639,287,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_343.jpg,0:00:49,1,0,0.0061,0,1.4925,0,0.1664,0,0.2645,0,0.0012,0
92,344,599,143,639,302,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_344.jpg,0:00:49,1,0,0.0093,0,1.6395,0,0.1615,0,0.163,0,0.0009,0
93,380,550,121,639,253,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_380.jpg,0:00:54,1,0,0.0079,0,2.1755,0,0.5562,0,0.5067,0,0.0041,0
94,382,551,143,639,258,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_382.jpg,0:00:54,1,0,0.0048,0,2.0568,0,0.6059,0,0.3791,0,0.0014,0
95,383,551,143,639,260,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_383.jpg,0:00:55,1,0,0.0298,0,2.3407,0,0.3824,0,0.4184,0,0.0017,0
96,384,550,145,639,260,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_384.jpg,0:00:55,1,0,0.0165,0,2.1936,0,0.489,0,0.3872,0,0.0016,0
97,385,551,124,639,261,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_385.jpg,0:00:55,1,0,0.0093,0,4.6588,0,0.871,0,0.3638,0,0.0016,0
98,387,548,106,639,272,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_387.jpg,0:00:55,1,0,0.0112,0,3.0377,0,0.3937,0,0.4729,0,0.0019,0
99,388,548,106,639,290,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_388.jpg,0:00:55,1,0,0.0198,0,5.4017,0,0.2847,0,0.2988,0,0.0025,0
100,389,543,66,639,289,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_389.jpg,0:00:55,1,0,0.008,0,2.5679,0,0.2492,0,0.2411,0,0.0024,0
101,390,545,65,639,286,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_390.jpg,0:00:56,1,0,0.0073,0,2.3593,0,0.2536,0,0.2374,0,0.0024,0
102,392,548,122,639,296,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_392.jpg,0:00:56,1,0,0.0122,0,6.7754,0,0.2902,0,0.2517,0,0.0024,0
103,393,557,123,639,296,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_393.jpg,0:00:56,1,0,0.0108,0,8.0624,0,0.3009,0,0.3275,0,0.0018,0
104,396,602,130,639,286,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_396.jpg,0:00:56,1,0,0.0083,0,2.7454,0,0.1733,0,0.1382,0,0.0009,0
105,397,609,196,638,285,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_397.jpg,0:00:57,1,0,0.0001,0,0,0,0,0,0,0,0,0
106,398,611,201,639,282,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_398.jpg,0:00:57,1,0,0.0001,0,0,0,0.0001,0,0,0,0,0
107,399,621,205,639,282,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_399.jpg,0:00:57,1,0,0,0,0,0,0,0,0.0001,0,0,0
108,407,603,142,639,215,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_407.jpg,0:00:58,1,0,0.0019,0,6.8566,0,0.2714,0,0.2851,0,0.0007,0
109,411,568,156,639,280,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_411.jpg,0:00:59,1,0,0.0108,0,2.9329,0,0.3257,0,0.3077,0,0.0014,0
110,413,559,65,639,283,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_413.jpg,0:00:59,1,0,0.0201,0,1.9332,0,0.2065,0,0.1837,0,0.0019,0
111,414,547,68,639,280,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_414.jpg,0:00:59,1,0,0.0409,0,2.8265,0,0.267,0,0.2544,0,0.0025,0
112,415,542,76,639,307,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_415.jpg,0:00:59,1,0,0.0083,0,2.3814,0,0.2459,0,0.2446,0,0.0028,0
113,416,548,81,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_416.jpg,0:00:59,1,0,0.0256,0,2.6846,0,0.2675,0,0.3695,0,0.0023,0
114,418,553,90,639,301,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_418.jpg,0:01:00,1,0,0.0381,0,3.8489,0,0.2417,0,0.6122,0,0.002,0
115,419,598,176,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_419.jpg,0:01:00,1,0,0.0035,0,3.3428,0,0.2037,0,0.5339,0,0.001,0
116,419,563,180,609,277,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_419.jpg,0:01:00,1,0,0.002,0,2.9579,0,0.1945,0,1.2813,0,0.0006,0
117,420,619,171,639,299,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_420.jpg,0:01:00,1,0,0,0,0.0003,0,0,0,0.0001,0,0,0
118,422,592,125,639,303,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_422.jpg,0:01:00,1,0,0.0034,0,1.6242,0,0.1652,0,0.2843,0,0.0008,0
119,424,563,144,639,301,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_424.jpg,0:01:00,1,0,0.0047,0,3.395,0,0.2804,0,0.698,0,0.0015,0
120,425,539,153,622,304,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_425.jpg,0:01:01,1,0,0.0424,0,4.9257,0,0.2994,0,0.3601,0,0.0019,0
121,426,532,159,608,306,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_426.jpg,0:01:01,1,0,0.0097,0,4.1134,0,0.2453,0,0.3028,0,0.0017,0
122,427,497,166,572,302,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_427.jpg,0:01:01,1,0,0.0104,0,8.6661,0,0.2887,0,0.6452,0,0.0013,0
123,428,478,165,552,297,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_428.jpg,0:01:01,1,0,0.0163,0,9.1571,0,0.4984,0,0.4377,0,0.0013,0
124,429,465,164,532,302,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_429.jpg,0:01:01,1,0,0.0081,0,3.7965,0,0.3164,0,0.287,0,0.0012,0
125,430,453,164,516,307,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_430.jpg,0:01:01,1,0,0.0108,0,2.7412,0,0.3974,0,0.314,0,0.0025,0
126,431,440,163,503,294,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_431.jpg,0:01:01,1,0,0.0122,0,3.0677,0,0.3061,0,0.3133,0,0.002,0
127,432,410,164,469,293,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_432.jpg,0:01:02,1,0,0.0038,0,2.5697,0,0.2306,0,0.4922,0,0.0013,0
128,433,383,163,456,281,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_433.jpg,0:01:02,1,0,0.0045,0,2.595,0,0.5858,0,0.3408,0,0.0015,0
129,434,373,162,444,296,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_434.jpg,0:01:02,1,0,0.0081,0,3.7276,0,0.3193,0,0.2808,0,0.0013,0
130,435,367,165,429,290,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_435.jpg,0:01:02,1,0,0.0038,0,3.3665,0,0.3594,0,3.3477,0,0.0014,0
131,436,322,172,390,289,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_436.jpg,0:01:02,1,0,0.0116,0,2.6588,0,0.3168,0,0.9123,0,0.0012,0
132,437,293,163,358,290,/Users/Documents/thesis/program/media/zf_processed_videos/RefCam_FC/person_frames/frame_437.jpg,0:01:02,1,0,0.0092,0,3.0628,0,0.2637,0,0.5927,0,0.0013,0
